filename,source_repo,source_path,content,content_length,vulnerable,confidence,notes,checkov_findings,scraped_date
main.tf,npalm/terraform-aws-dockercloud-swarm-role,main.tf,"terraform {
  required_version = ""> 0.11.0""
}

locals {
  resource_prefix = ""${var.prefix == """" ? """" : ""var.prefix-""}""
}

data ""aws_iam_policy_document"" ""cross_account_policy"" {
  statement {
    effect = ""Allow""

    principals {
      type        = ""AWS""
      identifiers = [""${var.principal_arns}""]
    }

    actions = [""sts:AssumeRole""]

    condition {
      test     = ""StringEquals""
      variable = ""sts:ExternalId""

      values = [
        ""npalm"",
      ]
    }
  }
}

resource ""aws_iam_role"" ""dockercloud_swarm"" {
  name               = ""${local.resource_prefix}${var.role_name}""
  description        = ""A role so that Docker Cloud can provision and manage swarms on your behalf.""
  assume_role_policy = ""${data.aws_iam_policy_document.cross_account_policy.json}""
}

data ""template_file"" ""dockercloud_swarm_policy"" {
  template = ""${file(""${path.module}/policies/dockercloud-swarm-permissions.json"")}""
}

resource ""aws_iam_role_policy"" ""docker_cloud"" {
  name   = ""${local.resource_prefix}${var.policy_name}""
  role   = ""${aws_iam_role.dockercloud_swarm.name}""
  policy = ""${data.template_file.dockercloud_swarm_policy.rendered}""
}
",1146,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:33
main.tf,sourcefuse/terraform-aws-arc-github-runner,main.tf,"################################################################################
## defaults / shared
################################################################################
terraform {
  required_version = ""~> 1.3, < 2.0.0""

  required_providers {
    aws = {
      source  = ""hashicorp/aws""
      version = "">= 4.0""
    }

    random = {
      source  = ""hashicorp/random""
      version = "">= 3.0""
    }

    null = {
      source  = ""hashicorp/null""
      version = "">= 3.0""
    }
  }
}

resource ""random_string"" ""runner"" {
  length      = 4
  lower       = true
  numeric     = true
  min_numeric = 1
  special     = false
  upper       = false
}

################################################################################
## lookups
################################################################################
data ""aws_caller_identity"" ""this"" {}

data ""aws_ssm_parameter"" ""runner_token"" {
  name = ""/${var.namespace}/${var.environment}/github-runner/token""

  depends_on = [
    null_resource.prepare
  ]
}

################################################################################
## ssh
################################################################################
module ""ssh_key_pair"" {
  source = ""git::https://github.com/cloudposse/terraform-aws-key-pair?ref=0.18.3""

  namespace             = var.namespace
  stage                 = var.environment
  name                  = ""github-runner-${random_string.runner.result}""
  ssh_public_key_path   = ""${path.root}/secrets""
  generate_ssh_key      = ""true""
  private_key_extension = "".pem""
  public_key_extension  = "".pub""

  tags = var.tags
}

################################################################################
## ec2
################################################################################
module ""runner"" {
  source = ""git::https://github.com/cloudposse/terraform-aws-ec2-instance?ref=0.45.2""

  name         = ""github-runner-${random_string.runner.result}""
  namespace    = var.namespace
  stage        = var.environment
  ssh_key_pair = module.ssh_key_pair.key_name
  vpc_id       = var.vpc_id
  subnet       = var.subnet_id

  ## ami / size
  ami           = var.ami.id
  ami_owner     = var.ami.owner_id
  instance_type = var.instance_type

  ## monitoring / ssm / volume
  monitoring                   = var.monitoring_enabled
  ssm_patch_manager_enabled    = var.ssm_patch_manager_enabled
  associate_public_ip_address  = var.associate_public_ip_address
  root_block_device_encrypted  = var.root_block_device_encrypted
  root_block_device_kms_key_id = var.root_block_device_kms_key_id
  root_volume_size             = var.root_volume_size
  root_volume_type             = var.root_volume_type
  volume_tags_enabled          = var.volume_tags_enabled

  ## security
  security_group_rules = var.security_group_rules

  tags = merge(var.tags, tomap({
    GitHubRunnerName   = local.runner_name
    GitHubRunnerLabels = local.aws_friendly_runner_labels
  }))
}

################################################################################
## s3
################################################################################
## s3
resource ""aws_s3_bucket"" ""runner"" {
  bucket = module.runner.name

  object_lock_enabled = true

  tags = merge(var.tags, tomap({
    Name = module.runner.name
  }))
}

resource ""aws_s3_bucket_server_side_encryption_configuration"" ""runner"" {
  bucket = aws_s3_bucket.runner.bucket

  rule {
    apply_server_side_encryption_by_default {
      sse_algorithm = ""aws:kms""
    }
  }
}

resource ""aws_s3_bucket_public_access_block"" ""runner"" {
  bucket = aws_s3_bucket.runner.id

  block_public_acls       = true
  block_public_policy     = true
  ignore_public_acls      = true
  restrict_public_buckets = true
}

resource ""aws_s3_bucket_logging"" ""runner"" {
  bucket = aws_s3_bucket.runner.id

  target_bucket = aws_s3_bucket.runner.id
  target_prefix = ""log/""
}

resource ""aws_s3_bucket_acl"" ""runner"" {
  bucket = aws_s3_bucket.runner.id
  acl    = ""private""
}

resource ""aws_s3_bucket_versioning"" ""runner"" {
  bucket = aws_s3_bucket.runner.id

  versioning_configuration {
    status = ""Enabled""
  }
}

resource ""aws_s3_object"" ""docker_compose"" {
  bucket = aws_s3_bucket.runner.id
  key    = ""docker-compose.yml""

  content_base64 = base64encode(templatefile(""${path.module}/templates/docker-compose.yml.tftpl"", {
    runner_token  = data.aws_ssm_parameter.runner_token.value
    runner_owner  = var.github_owner
    runner_name   = local.runner_name
    runner_user   = var.runner_user
    runner_image  = var.runner_image
    runner_labels = var.runner_labels
    repos_or_orgs = var.repos_or_orgs
  }))

  depends_on = [
    module.runner,
    null_resource.prepare
  ]
}

## iam access
resource ""aws_iam_policy"" ""runner_bucket_access"" {
  name = ""${aws_s3_bucket.runner.id}-access""

  policy = jsonencode(
    {
      Version = ""2012-10-17"",
      Statement = [
        {
          Effect = ""Allow"",
          Action = [
            ""kms:DescribeKey"",
            ""kms:GenerateDataKey"",
            ""kms:Encrypt"",
            ""kms:Decrypt""
          ],
          Resource = ""arn:aws:kms:${var.region}:${data.aws_caller_identity.this.account_id}:alias/aws/s3"" // s3 aws managed
        },
        {
          Effect = ""Allow"",
          Action = [
            ""s3:ListBucket"",
            ""s3:GetBucketLocation""
          ],
          Resource = aws_s3_bucket.runner.arn
        },
        {
          Effect = ""Allow"",
          Action = [
            ""s3:GetObjectAttributes"",
            ""s3:GetObject"",
            ""s3:PutObject"",
            ""s3:ListMultipartUploadParts"",
            ""s3:AbortMultipartUpload""
          ],
          Resource = ""${aws_s3_bucket.runner.arn}/*""
        }
      ]
    }
  )
}

resource ""aws_iam_role_policy_attachment"" ""runner_bucket_access"" {
  role       = module.runner.role
  policy_arn = aws_iam_policy.runner_bucket_access.arn
}

################################################################################
## iam
################################################################################
resource ""aws_iam_role_policy_attachment"" ""runner"" {
  for_each = toset(var.ec2_runner_iam_role_policy_arns)

  role       = module.runner.role
  policy_arn = each.value
}

################################################################################
## configuration
################################################################################
## get token for the runner
resource ""null_resource"" ""prepare"" {
  triggers = {
    namespace         = var.namespace
    environment       = var.environment
    github_token      = var.github_token
    github_owner      = var.github_owner
    repos_or_orgs     = var.repos_or_orgs
    working_directory = path.module
    get_runner_token  = ""${path.module}/scripts/get-runner-token.sh""
  }

  provisioner ""local-exec"" {
    environment = {
      NAMESPACE         = self.triggers.namespace
      ENVIRONMENT       = self.triggers.environment
      GITHUB_TOKEN      = self.triggers.github_token
      GITHUB_OWNER      = self.triggers.github_owner
      REPOS_OR_ORGS     = self.triggers.repos_or_orgs
      WORKING_DIRECTORY = self.triggers.working_directory
    }
    // || true --> to avoid output of sensitive values if it fails
    command = <<-EOT
      ${self.triggers.get_runner_token} || true
    EOT
  }
}

## install host dependencies
resource ""aws_ssm_document"" ""dependencies"" {
  name          = ""${module.runner.name}-dependencies""
  document_type = ""Command""
  target_type   = ""/AWS::EC2::Instance""

  content = jsonencode({
    schemaVersion = ""2.2""
    description   = ""Install host dependencies.""

    mainSteps = [
      {
        name   = ""installDependencies""
        action = ""aws:runShellScript""
        inputs = {
          runCommand = [
            ""export DEBIAN_FRONTEND=noninteractive"",
            ""export DOCKER_COMPOSE_URL=https://github.com/docker/compose/releases/download/v2.15.1/docker-compose-$(uname -s | tr A-Z a-z)-$(uname -m)"",
            ""sudo su -"",
            ""apt-get update"",
            ""apt-get install -y ca-certificates curl gnupg lsb-release unzip"",
            ""curl -fsSL https://download.docker.com/linux/ubuntu/gpg | gpg --dearmor -o /usr/share/keyrings/docker-archive-keyring.gpg"",
            ""echo \""deb [arch=$(dpkg --print-architecture) signed-by=/usr/share/keyrings/docker-archive-keyring.gpg] https://download.docker.com/linux/ubuntu $(lsb_release -cs) stable\"" | tee /etc/apt/sources.list.d/docker.list > /dev/null"",
            ""apt-get update"",
            ""apt-get install -y docker-ce docker-ce-cli containerd.io"",
            ""curl -L \""$DOCKER_COMPOSE_URL\"" -o /usr/local/bin/docker-compose"",
            ""chmod +x /usr/local/bin/docker-compose"",
            ""cd /tmp"",
            ""curl \""https://awscli.amazonaws.com/awscli-exe-linux-x86_64.zip\"" -o \""awscliv2.zip\"""",
            ""unzip awscliv2.zip"",
            ""[ -f \""/usr/local/bin/aws\"" ] || ./aws/install""
          ]
        }
      },
    ]
  })

  tags = merge(var.tags, tomap({
    Name = ""${module.runner.name}-dependencies""
  }))

  depends_on = [
    null_resource.prepare
  ]
}

resource ""aws_ssm_association"" ""dependencies"" {
  for_each = { for k, v in local.ec2_runner_ssm_association : k => v }

  name             = each.value.name
  association_name = each.value.name

  targets {
    key    = ""InstanceIds""
    values = [module.runner.id]
  }
}

## download docker-compose then start container
resource ""aws_ssm_document"" ""runner_compose"" {
  name          = module.runner.name
  document_type = ""Command""
  target_type   = ""/AWS::EC2::Instance""

  content = jsonencode({
    schemaVersion = ""2.2""
    description   = ""Download docker-compose.yml from S3 and start container.""

    mainSteps = [
      {
        name   = ""downloadThenStart""
        action = ""aws:runShellScript""
        inputs = {
          runCommand = [
            ""export DEBIAN_FRONTEND=noninteractive"",
            ""sudo su -"",
            ""mkdir -p /opt/github-runner"",
            ""cd /opt/github-runner/"",
            ""aws s3 cp s3://${aws_s3_bucket.runner.id}/docker-compose.yml ."",
            ""docker-compose rm -fs && docker-compose up -d"" // TODO - do something better
          ]
        }
      },
    ]
  })

  tags = merge(var.tags, tomap({
    Name = module.runner.name
  }))
}

resource ""aws_ssm_association"" ""runner_compose"" {
  name             = aws_ssm_document.runner_compose.name
  association_name = aws_ssm_document.runner_compose.name

  apply_only_at_cron_interval = true
  schedule_expression         = ""at(${trimsuffix(timeadd(timestamp(), ""150s""), ""Z"")})"" # TODO - do something better

  targets {
    key    = ""InstanceIds""
    values = [module.runner.id]
  }
  #
  #  lifecycle {
  #    ignore_changes = [
  #      schedule_expression
  #    ]
  #  }
}

## remove runner from github
resource ""null_resource"" ""cleanup"" {
  triggers = {
    github_token      = var.github_token
    runner_name       = local.runner_name
    github_owner      = var.github_owner
    repos_or_orgs     = var.repos_or_orgs
    working_directory = path.module
    remove_runner     = ""${path.module}/scripts/remove-runner.sh""
  }

  provisioner ""local-exec"" {
    when = destroy
    environment = {
      GITHUB_TOKEN       = self.triggers.github_token
      GITHUB_RUNNER_NAME = self.triggers.runner_name
      GITHUB_OWNER       = self.triggers.github_owner
      REPOS_OR_ORGS      = self.triggers.repos_or_orgs
      WORKING_DIRECTORY  = self.triggers.working_directory
    }
    // || true --> to avoid output of sensitive values if it fails
    command = <<-EOT
      ${self.triggers.remove_runner} || true
    EOT
  }

  depends_on = [
    aws_ssm_association.runner_compose
  ]
}
",11760,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:35
iam.tf,johnmccuk/aws-iam-roles-anywhere-public-demo,terraform\iam.tf,"resource ""aws_rolesanywhere_trust_anchor"" ""this"" {
  name    = ""iam-roles-anywhere-demo""
  enabled = true

  source {
    source_type = ""CERTIFICATE_BUNDLE""
    source_data {
      x509_certificate_data = file(""../root-ca/certs/root-ca.pem"")
    }
  }

    tags = {
      Name     = ""IAM Roles Anywhere Demo""
    }
}

resource ""aws_iam_role"" ""this"" {
  name        = ""iam-roles-anywhere-demo""
  description = ""Role for IAM Roles Anywhere""
  assume_role_policy = jsonencode({
    ""Version"" : ""2012-10-17"",
    ""Statement"" : [
      {
        ""Effect"" : ""Allow"",
        ""Principal"" : {
          ""Service"" : ""rolesanywhere.amazonaws.com""
        },
        ""Action"" : [
          ""sts:AssumeRole"",
          ""sts:TagSession"",
          ""sts:SetSourceIdentity""
        ],
        ""Condition"" : {
          ""StringEquals"" : {
            ""aws:PrincipalTag/x509Subject/CN"" : ""IAM Anywhere Demo""
          },
          ""ArnEquals"" : {
            ""aws:SourceArn"" : aws_rolesanywhere_trust_anchor.this.arn
          }
        }
      }
    ]
  })
}

resource ""aws_iam_role_policy_attachment"" ""this"" {
  role       = aws_iam_role.this.name
  policy_arn = ""arn:aws:iam::aws:policy/AmazonS3FullAccess""
}

resource ""aws_rolesanywhere_profile"" ""this"" {
  name      = ""iam-roles-anywhere-demo""
  role_arns = [aws_iam_role.this.arn]
  enabled   = true
  managed_policy_arns = [
    ""arn:aws:iam::aws:policy/AmazonS3ReadOnlyAccess"",
  ]
}
",1425,False,High,Scoped resources with conditions; follows least-privilege,Checkov not installed,2026-06-14 20:03:38
iam.tf,amitsaha/aws-assume-role-demo,terraform_configuration\problem_demo\iam.tf,"resource ""aws_iam_instance_profile"" ""iam_profile1"" {
  name  = ""test_profile1""
  role = ""${aws_iam_role.role1.name}""
}

resource ""aws_iam_role"" ""role1"" {
  name = ""test_profile1_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

resource ""aws_iam_instance_profile"" ""iam_profile2"" {
  name  = ""test_profile2""
  role = ""${aws_iam_role.role2.name}""
}

resource ""aws_iam_role"" ""role2"" {
  name = ""test_profile2_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

data ""aws_iam_policy_document"" ""conf_bucket_access"" {
  statement {
    actions = [
      ""s3:ListBucket"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
    ]

  }

  statement {
    actions = [
      ""s3:*"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
      ""${aws_s3_bucket.conf_bucket.arn}/*"",
    ]
  }
}

resource ""aws_iam_role_policy"" ""conf_bucket_access_policy"" {
  name   = ""AccessConfigurationBucket""
  role = ""${aws_iam_role.role2.name}""
  policy = ""${data.aws_iam_policy_document.conf_bucket_access.json}""
}
",1549,True,Medium,Service-level wildcard but resources appear scoped,Checkov not installed,2026-06-14 20:03:40
iam.tf,amitsaha/aws-assume-role-demo,terraform_configuration\solution_demo\iam.tf,"resource ""aws_iam_instance_profile"" ""iam_profile1"" {
  name  = ""test_profile1""
  role = ""${aws_iam_role.role1.name}""
}

resource ""aws_iam_role"" ""role1"" {
  name = ""test_profile1_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

data ""aws_iam_policy_document"" ""assume_role2_policy"" {
  statement {
    actions = [
      ""sts:AssumeRole"",
    ]
    resources = [
      ""${aws_iam_role.role2.arn}"",
    ]
  }
}

resource ""aws_iam_role_policy"" ""role1_assume_role2"" {
  name   = ""AssumeRole2""
  role = ""${aws_iam_role.role1.name}""
  policy = ""${data.aws_iam_policy_document.assume_role2_policy.json}""
}
resource ""aws_iam_instance_profile"" ""iam_profile2"" {
  name  = ""test_profile2""
  role = ""${aws_iam_role.role2.name}""
}

resource ""aws_iam_role"" ""role2"" {
  name = ""test_profile2_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com"",
               ""AWS"": ""${aws_iam_role.role1.arn}""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

data ""aws_iam_policy_document"" ""conf_bucket_access"" {
  statement {
    actions = [
      ""s3:ListBucket"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
    ]

  }

  statement {
    actions = [
      ""s3:*"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
      ""${aws_s3_bucket.conf_bucket.arn}/*"",
    ]
  }
}

resource ""aws_iam_role_policy"" ""conf_bucket_access_policy"" {
  name   = ""AccessConfigurationBucket""
  role = ""${aws_iam_role.role2.name}""
  policy = ""${data.aws_iam_policy_document.conf_bucket_access.json}""
}
",1970,True,Medium,Service-level wildcard but resources appear scoped,Checkov not installed,2026-06-14 20:03:40
iam.tf,amitsaha/aws-assume-role-demo,terraform_configuration\solution_demo_root_user\iam.tf,"resource ""aws_iam_instance_profile"" ""iam_profile1"" {
  name  = ""test_profile1""
  role = ""${aws_iam_role.role1.name}""
}

resource ""aws_iam_role"" ""role1"" {
  name = ""test_profile1_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

data ""aws_iam_policy_document"" ""assume_role2_policy"" {
  statement {
    actions = [
      ""sts:AssumeRole"",
    ]
    resources = [
      ""${aws_iam_role.role2.arn}"",
    ]
  }
}

resource ""aws_iam_role_policy"" ""role1_assume_role2"" {
  name   = ""AssumeRole2""
  role = ""${aws_iam_role.role1.name}""
  policy = ""${data.aws_iam_policy_document.assume_role2_policy.json}""
}
resource ""aws_iam_instance_profile"" ""iam_profile2"" {
  name  = ""test_profile2""
  role = ""${aws_iam_role.role2.name}""
}

resource ""aws_iam_role"" ""role2"" {
  name = ""test_profile2_role""
  path = ""/""

  assume_role_policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": ""sts:AssumeRole"",
            ""Principal"": {
               ""Service"": ""ec2.amazonaws.com"",
               ""AWS"": ""arn:aws::iam::${data.aws_caller_identity.current.account_id}:root""
            },
            ""Effect"": ""Allow"",
            ""Sid"": """"
        }
    ]
}
EOF
}

data ""aws_iam_policy_document"" ""conf_bucket_access"" {
  statement {
    actions = [
      ""s3:ListBucket"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
    ]

  }

  statement {
    actions = [
      ""s3:*"",
    ]

    resources = [
      ""${aws_s3_bucket.conf_bucket.arn}"",
      ""${aws_s3_bucket.conf_bucket.arn}/*"",
    ]
  }
}

resource ""aws_iam_role_policy"" ""conf_bucket_access_policy"" {
  name   = ""AccessConfigurationBucket""
  role = ""${aws_iam_role.role2.name}""
  policy = ""${data.aws_iam_policy_document.conf_bucket_access.json}""
}
",2010,True,Medium,Service-level wildcard but resources appear scoped,Checkov not installed,2026-06-14 20:03:40
main.tf,cloudposse/terraform-aws-ssm-iam-role,main.tf,"module ""label"" {
  source     = ""git::https://github.com/cloudposse/terraform-terraform-label.git?ref=0.1.3""
  attributes = var.attributes
  delimiter  = var.delimiter
  name       = var.name
  namespace  = var.namespace
  stage      = var.stage
  tags       = var.tags
}

locals {
  policy_only = length(var.assume_role_arns) > 0 ? 1 : 0
}

data ""aws_kms_key"" ""default"" {
  key_id = var.kms_key_reference
}

data ""aws_iam_policy_document"" ""assume_role"" {
  count = local.policy_only

  statement {
    effect  = ""Allow""
    actions = [""sts:AssumeRole""]

    principals {
      type        = ""Service""
      identifiers = [""ec2.amazonaws.com""]
    }
  }

  statement {
    effect  = ""Allow""
    actions = [""sts:AssumeRole""]

    principals {
      type        = ""AWS""
      identifiers = [""${var.assume_role_arns}""]
    }
  }
}

data ""aws_iam_policy_document"" ""default"" {
  statement {
    actions   = [""ssm:DescribeParameters""]
    resources = [""*""]
    effect    = ""Allow""
  }

  statement {
    actions   = [""${var.ssm_actions}""]
    resources = [""${formatlist(""arn:aws:ssm:%s:%s:parameter/%s"", var.region, var.account_id, var.ssm_parameters)}""]
    effect    = ""Allow""
  }

  statement {
    actions   = [""kms:Decrypt""]
    resources = [""${data.aws_kms_key.default.arn}""]
    effect    = ""Allow""
  }
}

resource ""aws_iam_policy"" ""default"" {
  name        = module.label.id
  description = ""Allow SSM actions""
  policy      = data.aws_iam_policy_document.default.json
}

resource ""aws_iam_role"" ""default"" {
  count = local.policy_only

  name                 = module.label.id
  assume_role_policy   = join("""", data.aws_iam_policy_document.assume_role.*.json)
  description          = ""IAM Role with permissions to perform actions on SSM resources""
  max_session_duration = var.max_session_duration
}

resource ""aws_iam_role_policy_attachment"" ""default"" {
  count = local.policy_only

  role       = join("""", aws_iam_role.default.*.name)
  policy_arn = join("""", aws_iam_policy.default.*.arn)
}
",1997,True,High,Wildcard action (*) with wildcard resource (*),Checkov not installed,2026-06-14 20:03:43
output.tf,cloudposse/terraform-aws-ssm-iam-role,output.tf,"output ""role_name"" {
  value       = join("""", aws_iam_role.default.*.name)
  description = ""The name of the crated role""
}

output ""role_id"" {
  value       = join("""", aws_iam_role.default.*.unique_id)
  description = ""The stable and unique string identifying the role""
}

output ""role_arn"" {
  value       = join("""", aws_iam_role.default.*.arn)
  description = ""The Amazon Resource Name (ARN) specifying the role""
}

output ""role_policy_document"" {
  value       = data.aws_iam_policy_document.default.json
  description = ""A copy of the IAM policy document (JSON) that grants permissions to this role.""
}
",607,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:43
main.tf,yukihira1992/terraform-aws-iam-service-role,main.tf,"data ""aws_iam_policy_document"" ""assume_role_policy"" {
  statement {
    actions = [
      ""sts:AssumeRole"",
    ]
    effect = ""Allow""
    principals {
      identifiers = var.service_ids
      type = ""Service""
    }
  }
}

resource ""aws_iam_role"" ""this"" {
  name = var.name
  name_prefix = var.name_prefix
  assume_role_policy = data.aws_iam_policy_document.assume_role_policy.json
  force_detach_policies = var.force_detach_policies
  path = var.path
  description = var.description
  max_session_duration = var.max_session_duration
  permissions_boundary = var.permissions_boundary
  tags = var.tags
}

resource ""aws_iam_role_policy_attachment"" ""policies"" {
  count = length(var.iam_policy_arns)
  policy_arn = var.iam_policy_arns[count.index]
  role = aws_iam_role.this.name
}
",781,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:48
iam_role.tf,ShubhamTatvamasi/terraform-aws-iam-role-admin,iam_role.tf,"resource ""aws_iam_role"" ""iam_admin"" {
  name = ""iam-admin""

  assume_role_policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        ""Effect"" : ""Allow"",
        ""Principal"" : {
          ""AWS"" : ""arn:aws:iam::<REPLACE_WITH_OUR_ACCOUNT_ID>:role/<REPLACE_WITH_OUR_DEPLOYMENT_ROLE_NAME>""
        },
        ""Action"" : ""sts:AssumeRole""
      }
    ]
  })
}

resource ""aws_iam_role_policy_attachment"" ""admin_policy_attachment"" {
  role       = aws_iam_role.iam_admin.name
  policy_arn = ""arn:aws:iam::aws:policy/AdministratorAccess""
}
",554,True,High,Attaches AdministratorAccess managed policy,Checkov not installed,2026-06-14 20:03:50
policies.tf,mockingbirdconsulting/terraform-aws-datadog-aws-integration,policies.tf,"resource ""aws_iam_policy"" ""datadog"" {
  name        = ""DataDogIntegration""
  description = ""Access for DataDog to the AWS API""

  policy = <<EOF
{
    ""Version"": ""2012-10-17"",
    ""Statement"": [
        {
            ""Action"": [
                ""autoscaling:Describe*"",
                ""budgets:ViewBudget"",
                ""cloudfront:GetDistributionConfig"",
                ""cloudfront:ListDistributions"",
                ""cloudtrail:DescribeTrails"",
                ""cloudtrail:GetTrailStatus"",
                ""cloudwatch:Describe*"",
                ""cloudwatch:Get*"",
                ""cloudwatch:List*"",
                ""codedeploy:List*"",
                ""codedeploy:BatchGet*"",
                ""directconnect:Describe*"",
                ""dynamodb:List*"",
                ""dynamodb:Describe*"",
                ""ec2:Describe*"",
                ""ecs:Describe*"",
                ""ecs:List*"",
                ""elasticache:Describe*"",
                ""elasticache:List*"",
                ""elasticfilesystem:DescribeFileSystems"",
                ""elasticfilesystem:DescribeTags"",
                ""elasticloadbalancing:Describe*"",
                ""elasticmapreduce:List*"",
                ""elasticmapreduce:Describe*"",
                ""es:ListTags"",
                ""es:ListDomainNames"",
                ""es:DescribeElasticsearchDomains"",
                ""health:describeEvents"",
                ""health:describeEventDetails"",
                ""health:describeAffectedEntities"",
                ""kinesis:List*"",
                ""kinesis:Describe*"",
                ""lambda:AddPermission"",
                ""lambda:GetPolicy"",
                ""lambda:List*"",
                ""lambda:RemovePermission"",
                ""logs:Get*"",
                ""logs:Describe*"",
                ""logs:FilterLogEvents"",
                ""logs:TestMetricFilter"",
                ""logs:PutSubscriptionFilter"",
                ""logs:DeleteSubscriptionFilter"",
                ""logs:DescribeSubscriptionFilters"",
                ""rds:Describe*"",
                ""rds:List*"",
                ""redshift:DescribeClusters"",
                ""redshift:DescribeLoggingStatus"",
                ""route53:List*"",
                ""s3:GetBucketLogging"",
                ""s3:GetBucketLocation"",
                ""s3:GetBucketNotification"",
                ""s3:GetBucketTagging"",
                ""s3:ListAllMyBuckets"",
                ""s3:PutBucketNotification"",
                ""ses:Get*"",
                ""sns:List*"",
                ""sns:Publish"",
                ""sqs:ListQueues"",
                ""support:*"",
                ""tag:GetResources"",
                ""tag:GetTagKeys"",
                ""tag:GetTagValues""
            ],
            ""Effect"": ""Allow"",
            ""Resource"": ""*""
        }
    ]
}
EOF
}

resource ""aws_iam_policy"" ""datadog_log_lambda_policy"" {
  name = ""datadog_logging_policy""
  policy = <<EOF
{
   ""Version"": ""2012-10-17"",
   ""Statement"": [
       {
           ""Effect"": ""Allow"",
           ""Action"": [
               ""logs:CreateLogGroup"",
               ""logs:CreateLogStream"",
               ""logs:PutLogEvents""
           ],
           ""Resource"":""arn:aws:logs:*:*:*""
       },
       {
            ""Effect"": ""Allow"",
            ""Action"": [
              ""kms:Decrypt""
            ],
            ""Resource"": [
              ""${aws_kms_key.datadog_api_key.arn}""
            ]
       }
   ]
}
EOF
}

resource ""aws_s3_bucket_policy"" ""datadog_log_read_cloudtrail"" {
  bucket = ""${var.log_bucket_name}""
  policy = <<EOF
{
   ""Version"": ""2012-10-17"",
   ""Statement"": [
    {
        ""Effect"": ""Allow"",
        ""Principal"": {
            ""AWS"": [
                ""arn:aws:iam::${var.current_account_id}:role/${aws_iam_role.datadog_log_lambda_role.name}""
            ]
        },
        ""Action"": [
            ""s3:*""
        ],
        ""Resource"": [
            ""arn:aws:s3:::${var.log_bucket_name}"",
            ""arn:aws:s3:::${var.log_bucket_name}/*""
        ]
    },
        {
            ""Effect"": ""Allow"",
            ""Principal"": {""Service"": ""cloudtrail.amazonaws.com""},
            ""Action"": [
                ""s3:GetBucketAcl""
            ],
            ""Resource"": ""arn:aws:s3:::${var.log_bucket_name}""
        },
        {
            ""Sid"": ""AWSCloudTrailWrite20150319"",
            ""Effect"": ""Allow"",
            ""Principal"": {""Service"": ""cloudtrail.amazonaws.com""},
            ""Action"": ""s3:PutObject"",
            ""Resource"": ""arn:aws:s3:::${var.log_bucket_name}/AWSLogs/${var.current_account_id}/*"",
            ""Condition"": {""StringEquals"": {""s3:x-amz-acl"": ""bucket-owner-full-control""}}
        }
  ]
}
EOF
}
",4619,True,High,Wildcard action (*) with wildcard resource (*),Checkov not installed,2026-06-14 20:03:53
